id,data_coleta,horario_coleta,supermercado,marca,nome_produto,embalagem,cidade,uf,regiao,preco_atual,preco_original,em_promocao,disponivel,url,erro,categoria,rota_css,url_recuperada,tentativas
769,2026-03-23,01:12:23,Carrefour Mercado,Heineken,Heineken Lata,350ml,São Paulo,SP,Sudeste,5.99,,0,1,https://mercado.carrefour.com.br/cerveja-heineken-lata-sleek-350ml-3180018/p,,Cervejas,10,,1
770,2026-03-23,01:12:36,Carrefour Mercado,Heineken,Heineken Lata,269ml,São Paulo,SP,Sudeste,,,0,0,https://mercado.carrefour.com.br/cerveja-heineken-lata-269ml/p,preco_nao_encontrado_todas_rotas,Cervejas,,,3
771,2026-03-23,01:13:14,Carrefour Mercado,Heineken,Heineken Long Neck,355ml,São Paulo,SP,Sudeste,,,0,0,https://mercado.carrefour.com.br/cerveja-heineken-long-neck-355ml/p,preco_nao_encontrado_todas_rotas,Cervejas,,,3
772,2026-03-23,01:13:53,Carrefour Mercado,Heineken,Heineken Garrafa,600ml,São Paulo,SP,Sudeste,,,0,0,https://mercado.carrefour.com.br/cerveja-heineken-garrafa-600ml/p,preco_nao_encontrado_todas_rotas,Cervejas,,,3
773,2026-03-23,01:14:31,Carrefour Mercado,Heineken,Heineken 0.0,350ml,São Paulo,SP,Sudeste,,,0,0,https://mercado.carrefour.com.br/cerveja-lager-zero-alcool-heineken-lata-350ml-3180026/p,preco_nao_encontrado_todas_rotas,Cervejas,,,3
774,2026-03-23,01:15:09,Carrefour Mercado,Heineken,Heineken Silver,350ml,São Paulo,SP,Sudeste,,,0,0,https://mercado.carrefour.com.br/cerveja-heineken-silver-lata-350ml/p,preco_nao_encontrado_todas_rotas,Cervejas,,,3
775,2026-03-23,01:15:46,Carrefour Mercado,Skol,Skol Lata,350ml,São Paulo,SP,Sudeste,,,0,0,https://mercado.carrefour.com.br/cerveja-skol-lata-350ml/p,preco_nao_encontrado_todas_rotas,Cervejas,,,3
776,2026-03-23,01:16:24,Carrefour Mercado,Skol,Skol Lata,269ml,São Paulo,SP,Sudeste,,,0,0,https://mercado.carrefour.com.br/cerveja-skol-lata-269ml/p,preco_nao_encontrado_todas_rotas,Cervejas,,,3
777,2026-03-23,01:17:03,Carrefour Mercado,Brahma,Brahma Chopp Lata,350ml,São Paulo,SP,Sudeste,,,0,0,https://mercado.carrefour.com.br/cerveja-brahma-chopp-lata-350ml/p,preco_nao_encontrado_todas_rotas,Cervejas,,,3
778,2026-03-23,01:17:41,Carrefour Mercado,Brahma,Brahma Duplo Malte,350ml,São Paulo,SP,Sudeste,,,0,0,https://mercado.carrefour.com.br/cerveja-brahma-duplo-malte-lata-350ml/p,preco_nao_encontrado_todas_rotas,Cervejas,,,3
779,2026-03-23,01:18:19,Carrefour Mercado,Stella Artois,Stella Artois Lata,350ml,São Paulo,SP,Sudeste,,,0,0,https://mercado.carrefour.com.br/cerveja-stella-artois-lata-350ml/p,preco_nao_encontrado_todas_rotas,Cervejas,,,3
780,2026-03-23,01:18:57,Carrefour Mercado,Stella Artois,Stella Artois Long Neck,355ml,São Paulo,SP,Sudeste,,,0,0,https://mercado.carrefour.com.br/cerveja-stella-artois-long-neck-355ml/p,preco_nao_encontrado_todas_rotas,Cervejas,,,3
781,2026-03-23,01:19:38,Carrefour Mercado,Corona,Corona Extra Long Neck,355ml,São Paulo,SP,Sudeste,,,0,0,https://mercado.carrefour.com.br/cerveja-corona-extra-long-neck-355ml/p,preco_nao_encontrado_todas_rotas,Cervejas,,,3
782,2026-03-23,01:20:17,Carrefour Mercado,Budweiser,Budweiser Lata,350ml,São Paulo,SP,Sudeste,,,0,0,https://mercado.carrefour.com.br/cerveja-budweiser-lata-350ml/p,preco_nao_encontrado_todas_rotas,Cervejas,,,3
783,2026-03-23,01:20:53,Carrefour Mercado,Amstel,Amstel Lata,350ml,São Paulo,SP,Sudeste,,,0,0,https://mercado.carrefour.com.br/cerveja-amstel-lata-350ml/p,preco_nao_encontrado_todas_rotas,Cervejas,,,3
784,2026-03-23,01:21:30,Carrefour Mercado,Amstel,Amstel Ultra,350ml,São Paulo,SP,Sudeste,,,0,0,https://mercado.carrefour.com.br/cerveja-amstel-ultra-lata-350ml/p,preco_nao_encontrado_todas_rotas,Cervejas,,,3
785,2026-03-23,01:22:09,Carrefour Mercado,Amstel,"Amstel 0,0",350ml,São Paulo,SP,Sudeste,,,0,0,https://mercado.carrefour.com.br/cerveja-amstel-zero-alcool-350ml/p,preco_nao_encontrado_todas_rotas,Cervejas,,,3
786,2026-03-23,01:22:47,Carrefour Mercado,Spaten,Spaten Pilsner Long Neck,355ml,São Paulo,SP,Sudeste,,,0,0,https://mercado.carrefour.com.br/cerveja-spaten-pilsner-long-neck-355ml/p,preco_nao_encontrado_todas_rotas,Cervejas,,,3
787,2026-03-23,01:23:24,Carrefour Mercado,Original,Original Long Neck,355ml,São Paulo,SP,Sudeste,,,0,0,https://mercado.carrefour.com.br/cerveja-original-long-neck-355ml/p,preco_nao_encontrado_todas_rotas,Cervejas,,,3
788,2026-03-23,01:24:01,Carrefour Mercado,Itaipava,Itaipava Lata,350ml,São Paulo,SP,Sudeste,,,0,0,https://mercado.carrefour.com.br/cerveja-itaipava-lata-350ml/p,preco_nao_encontrado_todas_rotas,Cervejas,,,3
789,2026-03-23,01:24:39,Carrefour Mercado,Heineken,Heineken Lata,350ml,Rio de Janeiro,RJ,Sudeste,5.99,,0,1,https://mercado.carrefour.com.br/cerveja-heineken-lata-sleek-350ml-3180018/p,,Cervejas,10,,1
790,2026-03-23,01:24:50,Carrefour Mercado,Heineken,Heineken Lata,269ml,Rio de Janeiro,RJ,Sudeste,,,0,0,https://mercado.carrefour.com.br/cerveja-heineken-lata-269ml/p,preco_nao_encontrado_todas_rotas,Cervejas,,,3
791,2026-03-23,01:25:28,Carrefour Mercado,Heineken,Heineken Long Neck,355ml,Rio de Janeiro,RJ,Sudeste,,,0,0,https://mercado.carrefour.com.br/cerveja-heineken-long-neck-355ml/p,preco_nao_encontrado_todas_rotas,Cervejas,,,3
792,2026-03-23,01:26:08,Carrefour Mercado,Heineken,Heineken Garrafa,600ml,Rio de Janeiro,RJ,Sudeste,,,0,0,https://mercado.carrefour.com.br/cerveja-heineken-garrafa-600ml/p,preco_nao_encontrado_todas_rotas,Cervejas,,,3
793,2026-03-23,01:26:48,Carrefour Mercado,Heineken,Heineken 0.0,350ml,Rio de Janeiro,RJ,Sudeste,,,0,0,https://mercado.carrefour.com.br/cerveja-lager-zero-alcool-heineken-lata-350ml-3180026/p,preco_nao_encontrado_todas_rotas,Cervejas,,,3
794,2026-03-23,01:27:27,Carrefour Mercado,Heineken,Heineken Silver,350ml,Rio de Janeiro,RJ,Sudeste,,,0,0,https://mercado.carrefour.com.br/cerveja-heineken-silver-lata-350ml/p,preco_nao_encontrado_todas_rotas,Cervejas,,,3
795,2026-03-23,01:28:05,Carrefour Mercado,Skol,Skol Lata,350ml,Rio de Janeiro,RJ,Sudeste,,,0,0,https://mercado.carrefour.com.br/cerveja-skol-lata-350ml/p,preco_nao_encontrado_todas_rotas,Cervejas,,,3
796,2026-03-23,01:28:44,Carrefour Mercado,Skol,Skol Lata,269ml,Rio de Janeiro,RJ,Sudeste,,,0,0,https://mercado.carrefour.com.br/cerveja-skol-lata-269ml/p,preco_nao_encontrado_todas_rotas,Cervejas,,,3
797,2026-03-23,01:29:21,Carrefour Mercado,Brahma,Brahma Chopp Lata,350ml,Rio de Janeiro,RJ,Sudeste,,,0,0,https://mercado.carrefour.com.br/cerveja-brahma-chopp-lata-350ml/p,preco_nao_encontrado_todas_rotas,Cervejas,,,3
